3.260000000000000142e+01,2.730000000000000071e+01,1.880000000000000071e+01,3.260000000000000142e+01,1.500000000000000000e+02,2.960000000000000142e+01,3.779999999999999716e+01,1.330000000000000000e+02,4.510000000000000142e+01,3.229999999999999716e+01,1.430000000000000000e+02,3.739999999999999858e+01,2.610000000000000142e+01,1.390000000000000000e+02,4.050000000000000000e+01,0.000000000000000000e+00
4.520000000000000284e+01,2.610000000000000142e+01,1.860000000000000142e+01,3.160000000000000142e+01,1.390000000000000000e+02,2.000000000000000000e+01,3.320000000000000284e+01,1.330000000000000000e+02,2.139999999999999858e+01,2.819999999999999929e+01,1.390000000000000000e+02,1.480000000000000071e+01,2.630000000000000071e+01,1.280000000000000000e+02,2.339999999999999858e+01,0.000000000000000000e+00
2.080000000000000071e+01,3.589999999999999858e+01,3.989999999999999858e+01,2.030000000000000071e+01,8.870000000000000284e+01,2.980000000000000071e+01,1.780000000000000071e+01,1.030000000000000000e+02,1.680000000000000071e+01,1.119999999999999929e+01,1.030000000000000000e+02,1.800000000000000000e+01,1.559999999999999964e+01,8.250000000000000000e+01,2.300000000000000000e+01,0.000000000000000000e+00
3.130000000000000071e+01,2.450000000000000000e+01,2.710000000000000142e+01,2.289999999999999858e+01,6.450000000000000000e+01,4.779999999999999716e+01,1.630000000000000071e+01,8.979999999999999716e+01,4.010000000000000142e+01,9.439999999999999503e+00,9.129999999999999716e+01,3.539999999999999858e+01,1.440000000000000036e+01,7.170000000000000284e+01,3.500000000000000000e+01,0.000000000000000000e+00
2.819999999999999929e+01,3.100000000000000000e+01,2.360000000000000142e+01,2.150000000000000000e+01,1.420000000000000000e+02,2.139999999999999858e+01,2.930000000000000071e+01,1.300000000000000000e+02,3.889999999999999858e+01,2.430000000000000071e+01,1.380000000000000000e+02,3.329999999999999716e+01,2.319999999999999929e+01,1.290000000000000000e+02,3.080000000000000071e+01,0.000000000000000000e+00
3.950000000000000000e+01,3.080000000000000071e+01,3.779999999999999716e+01,4.879999999999999716e+01,1.020000000000000000e+02,2.950000000000000000e+01,6.239999999999999858e+01,1.020000000000000000e+02,6.559999999999999432e+01,5.929999999999999716e+01,1.120000000000000000e+02,5.539999999999999858e+01,6.060000000000000142e+01,1.030000000000000000e+02,4.950000000000000000e+01,0.000000000000000000e+00
4.660000000000000142e+01,2.789999999999999858e+01,2.580000000000000071e+01,2.250000000000000000e+01,6.979999999999999716e+01,4.260000000000000142e+01,1.700000000000000000e+01,8.550000000000000000e+01,3.650000000000000000e+01,1.130000000000000071e+01,7.550000000000000000e+01,3.929999999999999716e+01,1.650000000000000000e+01,4.860000000000000142e+01,2.900000000000000000e+01,0.000000000000000000e+00
4.500000000000000000e+01,2.000000000000000000e+01,1.190000000000000036e+01,1.359999999999999964e+01,3.229999999999999716e+01,2.739999999999999858e+01,7.750000000000000000e+00,1.780000000000000071e+01,5.790000000000000036e+00,2.939999999999999947e+00,1.650000000000000000e+01,1.479999999999999982e+00,9.130000000000000782e+00,8.929999999999999716e+00,6.480000000000000426e+00,0.000000000000000000e+00
4.729999999999999716e+01,3.270000000000000284e+01,2.550000000000000000e+01,3.370000000000000284e+01,5.279999999999999716e+01,4.379999999999999716e+01,2.919999999999999929e+01,9.709999999999999432e+01,2.439999999999999858e+01,2.750000000000000000e+01,1.050000000000000000e+02,2.460000000000000142e+01,3.210000000000000142e+01,9.450000000000000000e+01,2.219999999999999929e+01,0.000000000000000000e+00
4.650000000000000000e+01,3.089999999999999858e+01,3.629999999999999716e+01,4.050000000000000000e+01,9.679999999999999716e+01,3.960000000000000142e+01,3.820000000000000284e+01,1.100000000000000000e+02,3.019999999999999929e+01,3.039999999999999858e+01,1.200000000000000000e+02,3.000000000000000000e+01,2.639999999999999858e+01,1.230000000000000000e+02,3.329999999999999716e+01,0.000000000000000000e+00
2.780000000000000071e+01,2.730000000000000071e+01,1.839999999999999858e+01,1.350000000000000000e+01,1.269999999999999929e+01,1.480000000000000071e+01,2.189999999999999858e+01,9.440000000000000568e+01,3.600000000000000000e+01,1.930000000000000071e+01,1.040000000000000000e+02,3.180000000000000071e+01,2.610000000000000142e+01,8.109999999999999432e+01,3.329999999999999716e+01,1.000000000000000000e+00
3.529999999999999716e+01,2.639999999999999858e+01,2.019999999999999929e+01,1.469999999999999929e+01,7.190000000000000391e+00,4.250000000000000000e+00,2.510000000000000142e+01,1.210000000000000000e+02,2.660000000000000142e+01,2.410000000000000142e+01,1.180000000000000000e+02,3.069999999999999929e+01,3.050000000000000000e+01,8.940000000000000568e+01,3.789999999999999858e+01,1.000000000000000000e+00
2.600000000000000000e+01,1.939999999999999858e+01,2.639999999999999858e+01,6.370000000000000107e+00,9.539999999999999147e+00,3.240000000000000213e+00,2.810000000000000142e+01,1.140000000000000000e+02,2.650000000000000000e+01,2.030000000000000071e+01,1.160000000000000000e+02,2.469999999999999929e+01,2.689999999999999858e+01,9.579999999999999716e+01,2.050000000000000000e+01,1.000000000000000000e+00
2.719999999999999929e+01,1.540000000000000036e+01,2.589999999999999858e+01,6.620000000000000107e+00,7.610000000000000320e+00,2.700000000000000178e+00,2.810000000000000142e+01,1.090000000000000000e+02,2.739999999999999858e+01,2.160000000000000142e+01,1.090000000000000000e+02,2.610000000000000142e+01,2.589999999999999858e+01,9.129999999999999716e+01,2.110000000000000142e+01,1.000000000000000000e+00
3.200000000000000000e+01,1.100000000000000000e+01,2.839999999999999858e+01,5.730000000000000426e+00,6.480000000000000426e+00,8.890000000000000124e-01,2.300000000000000000e+01,9.090000000000000568e+01,3.429999999999999716e+01,1.280000000000000071e+01,9.290000000000000568e+01,3.520000000000000284e+01,1.140000000000000036e+01,6.840000000000000568e+01,4.160000000000000142e+01,1.000000000000000000e+00
3.539999999999999858e+01,1.860000000000000142e+01,3.300000000000000000e+01,4.139999999999999680e+00,6.490000000000000213e+00,1.909999999999999920e+00,2.580000000000000071e+01,1.010000000000000000e+02,2.960000000000000142e+01,2.000000000000000000e+01,9.950000000000000000e+01,3.169999999999999929e+01,2.430000000000000071e+01,8.259999999999999432e+01,2.530000000000000071e+01,1.000000000000000000e+00
3.370000000000000284e+01,3.289999999999999858e+01,1.950000000000000000e+01,7.490000000000000213e+00,2.720000000000000195e+00,7.950000000000000178e+00,2.850000000000000000e+01,4.950000000000000000e+01,1.350000000000000000e+01,5.520000000000000284e+01,7.059999999999999432e+01,2.389999999999999858e+01,5.460000000000000142e+01,7.279999999999999716e+01,2.730000000000000071e+01,1.000000000000000000e+00
3.429999999999999716e+01,3.139999999999999858e+01,1.259999999999999964e+01,1.230000000000000071e+01,1.639999999999999902e+00,8.980000000000000426e+00,3.050000000000000000e+01,2.650000000000000000e+01,7.110000000000000320e+00,5.260000000000000142e+01,7.090000000000000568e+01,2.580000000000000071e+01,4.239999999999999858e+01,6.579999999999999716e+01,3.460000000000000142e+01,1.000000000000000000e+00
3.729999999999999716e+01,2.650000000000000000e+01,3.889999999999999858e+01,1.250000000000000000e+01,1.770000000000000018e+00,4.429999999999999716e+00,3.870000000000000284e+01,1.100000000000000000e+02,2.360000000000000142e+01,3.570000000000000284e+01,1.060000000000000000e+02,3.119999999999999929e+01,2.560000000000000142e+01,1.070000000000000000e+02,2.969999999999999929e+01,1.000000000000000000e+00
3.729999999999999716e+01,2.019999999999999929e+01,2.969999999999999929e+01,7.740000000000000213e+00,3.479999999999999982e+00,2.939999999999999947e+00,3.339999999999999858e+01,1.030000000000000000e+02,2.539999999999999858e+01,2.710000000000000142e+01,1.000000000000000000e+02,2.600000000000000000e+01,2.539999999999999858e+01,9.509999999999999432e+01,1.960000000000000142e+01,1.000000000000000000e+00
2.710000000000000142e+01,4.120000000000000107e+00,1.100000000000000000e+01,1.650000000000000000e+01,1.059999999999999964e+01,1.119999999999999929e+01,1.469999999999999929e+01,7.230000000000000426e+00,6.809999999999999609e+00,5.990000000000000213e+00,1.280000000000000027e+00,1.290000000000000036e+01,2.580000000000000071e+00,5.750000000000000000e+00,1.219999999999999929e+01,2.000000000000000000e+00
3.119999999999999929e+01,4.290000000000000036e+00,1.100000000000000000e+01,1.409999999999999964e+01,3.410000000000000142e+00,3.979999999999999982e+00,1.419999999999999929e+01,6.250000000000000000e+01,5.980000000000000426e+00,4.599999999999999645e+00,3.379999999999999716e+01,3.620000000000000107e+00,7.490000000000000213e+00,1.150000000000000000e+01,1.490000000000000036e+01,2.000000000000000000e+00
3.270000000000000284e+01,6.049999999999999822e+00,9.599999999999999645e+00,1.619999999999999929e+01,6.049999999999999822e+00,3.020000000000000018e+00,2.360000000000000142e+01,3.450000000000000000e+01,5.210000000000000142e+01,2.089999999999999858e+01,2.869999999999999929e+01,1.050000000000000000e+01,2.169999999999999929e+01,9.849999999999999645e+00,3.990000000000000213e+00,2.000000000000000000e+00
3.700000000000000000e+01,1.059999999999999964e+01,1.480000000000000071e+01,8.570000000000000284e+00,5.150000000000000355e+00,2.899999999999999911e+00,2.069999999999999929e+01,8.559999999999999432e+01,2.039999999999999858e+01,1.580000000000000071e+01,7.320000000000000284e+01,2.789999999999999858e+01,1.639999999999999858e+01,4.710000000000000142e+01,1.900000000000000000e+01,2.000000000000000000e+00
2.860000000000000142e+01,4.389999999999999680e+00,1.400000000000000000e+01,1.480000000000000071e+01,8.820000000000000284e+00,4.429999999999999716e+00,1.269999999999999929e+01,8.509999999999999432e+01,5.690000000000000391e+00,4.419999999999999929e+00,5.779999999999999716e+01,8.099999999999999645e+00,9.929999999999999716e+00,2.160000000000000142e+01,2.819999999999999929e+01,2.000000000000000000e+00
4.389999999999999858e+01,4.440000000000000391e+00,6.410000000000000142e+00,7.980000000000000426e+00,3.270000000000000018e+00,4.950000000000000178e+00,2.110000000000000142e+01,2.339999999999999858e+01,1.130000000000000071e+01,1.630000000000000071e+01,2.430000000000000071e+01,1.600000000000000000e+01,9.630000000000000782e+00,1.540000000000000036e+01,2.319999999999999929e+01,2.000000000000000000e+00
4.720000000000000284e+01,2.089999999999999858e+00,1.319999999999999929e+01,1.019999999999999929e+01,9.019999999999999574e+00,4.759999999999999787e+00,3.050000000000000000e+01,8.750000000000000000e+01,1.919999999999999929e+01,3.139999999999999858e+01,8.340000000000000568e+01,3.539999999999999858e+01,2.630000000000000071e+01,7.159999999999999432e+01,4.139999999999999858e+01,2.000000000000000000e+00
3.900000000000000000e+01,3.310000000000000053e+00,1.480000000000000071e+01,1.330000000000000071e+01,2.700000000000000178e+00,3.120000000000000107e+00,1.580000000000000071e+01,7.090000000000000568e+01,2.430000000000000071e+01,1.619999999999999929e+01,5.510000000000000142e+01,2.710000000000000142e+01,1.409999999999999964e+01,3.180000000000000071e+01,3.019999999999999929e+01,2.000000000000000000e+00
3.820000000000000284e+01,9.769999999999999574e+00,1.219999999999999929e+01,1.309999999999999964e+01,3.189999999999999947e+00,6.009999999999999787e+00,3.050000000000000000e+01,1.050000000000000000e+02,1.960000000000000142e+01,3.760000000000000142e+01,1.020000000000000000e+02,3.320000000000000284e+01,3.600000000000000000e+01,9.690000000000000568e+01,3.339999999999999858e+01,2.000000000000000000e+00
4.489999999999999858e+01,5.700000000000000178e+00,1.869999999999999929e+01,1.689999999999999858e+01,7.250000000000000000e+00,1.169999999999999929e+00,2.730000000000000071e+01,9.120000000000000284e+01,1.509999999999999964e+01,3.130000000000000071e+01,8.390000000000000568e+01,3.050000000000000000e+01,3.229999999999999716e+01,7.209999999999999432e+01,3.329999999999999716e+01,2.000000000000000000e+00
3.320000000000000284e+01,5.250000000000000000e+00,1.240000000000000036e+01,7.410000000000000142e+00,2.399999999999999911e+00,1.810000000000000053e+00,1.409999999999999964e+01,1.540000000000000036e+00,4.509999999999999787e+00,3.169999999999999929e+01,1.010000000000000000e+02,2.550000000000000000e+01,3.529999999999999716e+01,8.990000000000000568e+01,1.910000000000000142e+01,3.000000000000000000e+00
5.279999999999999716e+01,1.130000000000000071e+01,1.409999999999999964e+01,4.259999999999999787e+00,1.899999999999999911e+00,2.120000000000000107e+00,8.560000000000000497e+00,4.419999999999999929e+00,2.660000000000000142e+00,3.289999999999999858e+01,1.020000000000000000e+02,2.289999999999999858e+01,3.550000000000000000e+01,8.520000000000000284e+01,2.469999999999999929e+01,3.000000000000000000e+00
4.550000000000000000e+01,6.599999999999999645e+00,2.709999999999999964e+00,1.190000000000000036e+01,1.150000000000000000e+01,8.529999999999999361e+00,1.090000000000000036e+01,3.140000000000000124e+00,7.690000000000000391e+00,4.000000000000000000e+01,1.090000000000000000e+02,2.010000000000000142e+01,4.450000000000000000e+01,9.550000000000000000e+01,2.339999999999999858e+01,3.000000000000000000e+00
4.020000000000000284e+01,5.879999999999999893e+00,1.130000000000000071e+01,9.410000000000000142e+00,5.009999999999999787e+00,3.069999999999999840e+00,1.730000000000000071e+01,5.929999999999999716e+00,6.000000000000000000e+00,3.920000000000000284e+01,1.130000000000000000e+02,2.389999999999999858e+01,3.739999999999999858e+01,1.050000000000000000e+02,2.480000000000000071e+01,3.000000000000000000e+00
4.120000000000000284e+01,6.330000000000000071e+00,1.109999999999999964e+01,8.449999999999999289e+00,5.790000000000000036e+00,1.080000000000000071e+00,1.180000000000000071e+01,8.099999999999999645e+00,5.679999999999999716e+00,3.639999999999999858e+01,1.170000000000000000e+02,1.610000000000000142e+01,3.739999999999999858e+01,1.010000000000000000e+02,1.869999999999999929e+01,3.000000000000000000e+00
5.800000000000000000e+01,7.940000000000000391e+00,1.880000000000000071e+01,7.849999999999999645e+00,3.490000000000000213e+00,9.070000000000000284e+00,6.790000000000000036e+00,4.950000000000000178e+00,3.569999999999999840e+00,3.400000000000000000e+01,8.429999999999999716e+01,3.279999999999999716e+01,4.179999999999999716e+01,7.479999999999999716e+01,3.270000000000000284e+01,3.000000000000000000e+00
4.770000000000000284e+01,6.259999999999999787e+00,1.030000000000000071e+01,4.809999999999999609e+00,4.469999999999999751e+00,8.089999999999999858e+00,5.110000000000000320e+00,1.719999999999999973e+00,4.610000000000000320e+00,3.329999999999999716e+01,1.030000000000000000e+02,2.330000000000000071e+01,3.870000000000000284e+01,1.070000000000000000e+02,1.869999999999999929e+01,3.000000000000000000e+00
3.710000000000000142e+01,9.130000000000000782e+00,1.069999999999999929e+01,9.390000000000000568e+00,7.969999999999999751e+00,9.140000000000000568e+00,1.280000000000000071e+01,1.330000000000000071e+01,6.700000000000000178e+00,2.049999999999999822e+00,4.410000000000000142e+01,1.040000000000000036e+01,5.639999999999999680e+00,3.679999999999999716e+01,2.369999999999999929e+01,3.000000000000000000e+00
